State,District,Crop,Season,Year,Area_Hectares,Production_Tonnes,Yield_t_per_ha,Soil_Type,Water_Requirement,Climate,Fertilizer
Himachal Pradesh,Himachal Pradesh District,Tea,Zaid,2025,7755,38542,4.97,Sandy,Medium,Semi-Arid,NPK
Himachal Pradesh,Himachal Pradesh District,Wheat,Zaid,2025,14674,72342,4.93,Clay Loam,Medium,Mountain,Organic + NPK
Himachal Pradesh,Himachal Pradesh District,Maize,Kharif,2025,3888,11586,2.98,Red,Medium,Semi-Arid,DAP + Urea
Jharkhand,Jharkhand District,Groundnut,Rabi,2016,14242,83458,5.86,Sandy,Low,Tropical,Potash
Jharkhand,Jharkhand District,Groundnut,Zaid,2016,28856,68965,2.39,Black,High,Tropical,Potash
Jharkhand,Jharkhand District,Apple,Kharif,2016,20810,33712,1.62,Laterite,Medium,Tropical,Urea
Jharkhand,Jharkhand District,Bajra,Zaid,2016,27503,93510,3.4,Black,Medium,Tropical,NPK
Jharkhand,Jharkhand District,Soybean,Kharif,2016,7311,18131,2.48,Laterite,High,Semi-Arid,Urea
Jharkhand,Jharkhand District,Ragi,Rabi,2016,6330,28738,4.54,Alluvial,Medium,Humid,Organic + NPK
Jharkhand,Jharkhand District,Maize,Zaid,2016,17449,79567,4.56,Loam,High,Tropical,DAP + Urea
Jharkhand,Jharkhand District,Bajra,Kharif,2016,12191,38035,3.12,Black,Low,Semi-Arid,Organic + NPK
Jharkhand,Jharkhand District,Tea,Rabi,2016,22539,95339,4.23,Laterite,High,Tropical,Potash
Jharkhand,Jharkhand District,Wheat,Rabi,2016,29265,127888,4.37,Alluvial,Medium,Humid,DAP + Urea
Jharkhand,Jharkhand District,Wheat,Rabi,2016,10693,20530,1.92,Clay Loam,Low,Semi-Arid,Organic + NPK
Jharkhand,Jharkhand District,Potato,Kharif,2016,3224,16184,5.02,Laterite,Medium,Temperate,DAP + Urea
Jharkhand,Jharkhand District,Banana,Kharif,2017,534,2082,3.9,Sandy,Low,Humid,Potash
Jharkhand,Jharkhand District,Maize,Zaid,2017,19595,63683,3.25,Sandy,High,Semi-Arid,Potash
Jharkhand,Jharkhand District,Ragi,Zaid,2017,12909,44794,3.47,Red,Low,Temperate,Potash
Jharkhand,Jharkhand District,Jowar,Kharif,2017,18271,98297,5.38,Loam,Medium,Humid,Urea
Jharkhand,Jharkhand District,Groundnut,Rabi,2017,22134,36521,1.65,Loam,Low,Semi-Arid,DAP + Urea
Jharkhand,Jharkhand District,Banana,Kharif,2017,24655,143738,5.83,Clay Loam,Low,Semi-Arid,Potash
Jharkhand,Jharkhand District,Soybean,Rabi,2017,17567,57268,3.26,Loam,High,Semi-Arid,DAP + Urea
Jharkhand,Jharkhand District,Coconut,Kharif,2017,19942,113669,5.7,Sandy,High,Mountain,Organic + NPK
Jharkhand,Jharkhand District,Apple,Zaid,2017,17525,26988,1.54,Red,Medium,Mountain,Organic + NPK
Jharkhand,Jharkhand District,Cotton,Rabi,2017,7244,39407,5.44,Alluvial,Medium,Tropical,NPK
Jharkhand,Jharkhand District,Wheat,Rabi,2017,21378,94490,4.42,Black,Medium,Semi-Arid,Potash
Jharkhand,Jharkhand District,Coffee,Kharif,2017,7907,44832,5.67,Laterite,Low,Tropical,Organic + NPK
Jharkhand,Jharkhand District,Rubber,Zaid,2018,1970,4334,2.2,Loam,Low,Temperate,DAP + Urea
Jharkhand,Jharkhand District,Soybean,Zaid,2018,4643,7382,1.59,Alluvial,Medium,Mountain,Organic + NPK
Jharkhand,Jharkhand District,Tea,Rabi,2018,11429,61145,5.35,Red,High,Humid,NPK
Jharkhand,Jharkhand District,Ragi,Kharif,2018,15352,75992,4.95,Alluvial,Low,Tropical,Urea
Jharkhand,Jharkhand District,Sugarcane,Zaid,2018,6672,21684,3.25,Laterite,High,Tropical,Organic + NPK
Jharkhand,Jharkhand District,Potato,Rabi,2018,14796,25153,1.7,Black,Low,Mountain,NPK
Jharkhand,Jharkhand District,Jowar,Rabi,2018,14277,25555,1.79,Clay Loam,Medium,Tropical,Potash
Jharkhand,Jharkhand District,Bajra,Kharif,2018,4814,25706,5.34,Black,Medium,Tropical,Potash
Jharkhand,Jharkhand District,Banana,Zaid,2018,27286,138340,5.07,Alluvial,High,Tropical,Potash
Jharkhand,Jharkhand District,Groundnut,Zaid,2018,23760,137570,5.79,Loam,Medium,Tropical,NPK
Jharkhand,Jharkhand District,Onion,Kharif,2018,781,4131,5.29,Alluvial,High,Tropical,Potash
Jharkhand,Jharkhand District,Banana,Zaid,2018,22915,119845,5.23,Loam,Medium,Tropical,Urea
Jharkhand,Jharkhand District,Tea,Zaid,2019,11439,25623,2.24,Black,Low,Tropical,DAP + Urea
Jharkhand,Jharkhand District,Groundnut,Kharif,2019,23125,65906,2.85,Loam,Low,Temperate,NPK
Jharkhand,Jharkhand District,Rubber,Rabi,2019,25170,148503,5.9,Red,Low,Temperate,DAP + Urea
Jharkhand,Jharkhand District,Banana,Kharif,2019,25642,66156,2.58,Red,High,Mountain,DAP + Urea
Jharkhand,Jharkhand District,Wheat,Kharif,2019,25873,101680,3.93,Red,Low,Mountain,Potash
Jharkhand,Jharkhand District,Jute,Kharif,2019,14139,33368,2.36,Red,High,Humid,Potash
Jharkhand,Jharkhand District,Potato,Zaid,2019,19872,96577,4.86,Sandy,Medium,Temperate,Potash
Jharkhand,Jharkhand District,Jowar,Rabi,2019,28507,145955,5.12,Laterite,High,Humid,Potash
Jharkhand,Jharkhand District,Apple,Kharif,2019,14518,29036,2,Sandy,Low,Humid,Potash
Jharkhand,Jharkhand District,Coconut,Rabi,2019,21524,69737,3.24,Clay Loam,Low,Temperate,Potash
Jharkhand,Jharkhand District,Banana,Rabi,2019,24905,86669,3.48,Black,High,Humid,Urea
Jharkhand,Jharkhand District,Ragi,Kharif,2019,21982,63747,2.9,Alluvial,High,Tropical,Urea
Jharkhand,Jharkhand District,Sugarcane,Zaid,2020,24263,88317,3.64,Sandy,Medium,Humid,NPK
Jharkhand,Jharkhand District,Ragi,Kharif,2020,13015,76137,5.85,Clay Loam,High,Mountain,Urea
Jharkhand,Jharkhand District,Potato,Rabi,2020,28681,54493,1.9,Clay Loam,Low,Humid,NPK
Jharkhand,Jharkhand District,Sugarcane,Kharif,2020,18553,48237,2.6,Laterite,Medium,Tropical,DAP + Urea
Jharkhand,Jharkhand District,Wheat,Zaid,2020,1010,5999,5.94,Red,Medium,Mountain,Potash
Jharkhand,Jharkhand District,Mustard,Zaid,2020,27701,85873,3.1,Sandy,High,Tropical,DAP + Urea
Jharkhand,Jharkhand District,Wheat,Zaid,2020,6273,32807,5.23,Red,Medium,Humid,DAP + Urea
Jharkhand,Jharkhand District,Groundnut,Zaid,2020,7364,24448,3.32,Black,Low,Temperate,Urea
Jharkhand,Jharkhand District,Cotton,Zaid,2020,20649,88584,4.29,Sandy,Medium,Mountain,Organic + NPK
Jharkhand,Jharkhand District,Groundnut,Rabi,2020,22680,131317,5.79,Clay Loam,High,Mountain,Organic + NPK
Jharkhand,Jharkhand District,Mustard,Kharif,2020,28237,145420,5.15,Sandy,Medium,Tropical,DAP + Urea
Jharkhand,Jharkhand District,Cotton,Kharif,2020,1342,7595,5.66,Red,High,Semi-Arid,DAP + Urea
Jharkhand,Jharkhand District,Coconut,Zaid,2021,7578,43270,5.71,Red,High,Temperate,NPK
Jharkhand,Jharkhand District,Bajra,Zaid,2021,12672,38142,3.01,Red,High,Temperate,Potash
Jharkhand,Jharkhand District,Jute,Rabi,2021,21664,37478,1.73,Loam,Medium,Mountain,NPK
Jharkhand,Jharkhand District,Rice,Kharif,2021,769,4521,5.88,Alluvial,Low,Temperate,Organic + NPK
Jharkhand,Jharkhand District,Soybean,Kharif,2021,15262,25945,1.7,Black,Medium,Temperate,Potash
Jharkhand,Jharkhand District,Groundnut,Kharif,2021,6824,35621,5.22,Red,High,Temperate,DAP + Urea
Jharkhand,Jharkhand District,Banana,Rabi,2021,23762,127839,5.38,Black,High,Semi-Arid,Urea
Jharkhand,Jharkhand District,Rice,Kharif,2021,18272,66692,3.65,Laterite,Medium,Mountain,Organic + NPK
Jharkhand,Jharkhand District,Tea,Kharif,2021,13982,82773,5.92,Loam,Low,Tropical,Urea
Jharkhand,Jharkhand District,Ragi,Kharif,2021,27555,156236,5.67,Loam,Low,Semi-Arid,NPK
Jharkhand,Jharkhand District,Potato,Zaid,2021,15049,22573,1.5,Black,Medium,Humid,Organic + NPK
Jharkhand,Jharkhand District,Wheat,Zaid,2021,16099,58600,3.64,Black,Low,Semi-Arid,Potash
Jharkhand,Jharkhand District,Coconut,Zaid,2022,1714,4456,2.6,Laterite,High,Mountain,Potash
Jharkhand,Jharkhand District,Rice,Kharif,2022,19588,107538,5.49,Sandy,Low,Temperate,Potash
Jharkhand,Jharkhand District,Coffee,Zaid,2022,9620,41654,4.33,Alluvial,Low,Mountain,Urea
Jharkhand,Jharkhand District,Soybean,Kharif,2022,24161,85529,3.54,Black,High,Mountain,Organic + NPK
Jharkhand,Jharkhand District,Wheat,Rabi,2022,28293,150801,5.33,Alluvial,Low,Semi-Arid,Potash
Jharkhand,Jharkhand District,Jute,Rabi,2022,5401,10802,2,Red,Low,Tropical,NPK
Jharkhand,Jharkhand District,Onion,Rabi,2022,15723,28615,1.82,Laterite,High,Temperate,Urea
Jharkhand,Jharkhand District,Tea,Rabi,2022,8925,49087,5.5,Sandy,Medium,Temperate,Organic + NPK
Jharkhand,Jharkhand District,Potato,Kharif,2022,1453,3327,2.29,Loam,Medium,Tropical,NPK
Jharkhand,Jharkhand District,Jowar,Kharif,2022,26468,136310,5.15,Red,High,Temperate,DAP + Urea
Jharkhand,Jharkhand District,Tea,Rabi,2022,4007,14104,3.52,Clay Loam,High,Tropical,Urea
Jharkhand,Jharkhand District,Banana,Zaid,2022,14733,27845,1.89,Alluvial,Medium,Mountain,Urea
Jharkhand,Jharkhand District,Bajra,Rabi,2023,12995,46652,3.59,Laterite,Low,Semi-Arid,Organic + NPK
Jharkhand,Jharkhand District,Rice,Rabi,2023,2764,6301,2.28,Laterite,Low,Tropical,Urea
Jharkhand,Jharkhand District,Potato,Kharif,2023,20100,60099,2.99,Clay Loam,High,Tropical,Urea
Jharkhand,Jharkhand District,Potato,Zaid,2023,6240,22089,3.54,Laterite,Low,Mountain,Potash
Jharkhand,Jharkhand District,Soybean,Rabi,2023,14493,42464,2.93,Loam,Medium,Tropical,Potash
Jharkhand,Jharkhand District,Potato,Kharif,2023,21506,86239,4.01,Sandy,Medium,Mountain,DAP + Urea
Jharkhand,Jharkhand District,Bajra,Kharif,2023,7548,28154,3.73,Red,High,Mountain,NPK
Jharkhand,Jharkhand District,Groundnut,Rabi,2023,20021,93698,4.68,Alluvial,Medium,Tropical,Potash
Jharkhand,Jharkhand District,Sugarcane,Kharif,2023,9319,34666,3.72,Laterite,Medium,Humid,Organic + NPK
Jharkhand,Jharkhand District,Ragi,Zaid,2023,8797,20584,2.34,Black,High,Mountain,Potash
Jharkhand,Jharkhand District,Sugarcane,Kharif,2023,20284,44624,2.2,Black,Low,Temperate,Potash
Jharkhand,Jharkhand District,Banana,Zaid,2023,27584,135989,4.93,Loam,High,Semi-Arid,Potash
Jharkhand,Jharkhand District,Sugarcane,Kharif,2024,18195,72961,4.01,Black,Medium,Semi-Arid,Potash
Jharkhand,Jharkhand District,Groundnut,Kharif,2024,1810,5393,2.98,Sandy,Medium,Temperate,DAP + Urea
Jharkhand,Jharkhand District,Tea,Zaid,2024,27555,147694,5.36,Clay Loam,Low,Semi-Arid,DAP + Urea
Jharkhand,Jharkhand District,Ragi,Kharif,2024,19708,48481,2.46,Laterite,Medium,Humid,Potash
Jharkhand,Jharkhand District,Potato,Zaid,2024,17057,80509,4.72,Laterite,Low,Temperate,NPK
Jharkhand,Jharkhand District,Banana,Rabi,2024,8673,30789,3.55,Black,Low,Tropical,NPK
Jharkhand,Jharkhand District,Wheat,Kharif,2024,28090,112921,4.02,Clay Loam,Medium,Semi-Arid,NPK
Jharkhand,Jharkhand District,Jute,Zaid,2024,9098,25292,2.78,Laterite,Medium,Tropical,NPK
Jharkhand,Jharkhand District,Jowar,Rabi,2024,29733,129041,4.34,Black,Low,Mountain,DAP + Urea
Jharkhand,Jharkhand District,Maize,Zaid,2024,23205,135749,5.85,Loam,Medium,Temperate,NPK
Jharkhand,Jharkhand District,Tea,Kharif,2024,25548,69235,2.71,Red,Medium,Temperate,NPK
Jharkhand,Jharkhand District,Sugarcane,Kharif,2024,24471,146581,5.99,Red,Low,Tropical,NPK
Jharkhand,Jharkhand District,Ragi,Rabi,2025,20227,110034,5.44,Black,Medium,Mountain,NPK
Jharkhand,Jharkhand District,Rubber,Rabi,2025,15827,47322,2.99,Red,High,Mountain,NPK
Jharkhand,Jharkhand District,Potato,Kharif,2025,3321,6907,2.08,Sandy,Low,Temperate,DAP + Urea
Jharkhand,Jharkhand District,Coconut,Kharif,2025,10645,46625,4.38,Laterite,High,Mountain,NPK
Jharkhand,Jharkhand District,Apple,Kharif,2025,6957,12522,1.8,Red,Low,Humid,DAP + Urea
Jharkhand,Jharkhand District,Bajra,Rabi,2025,11879,38725,3.26,Alluvial,Medium,Temperate,NPK
Jharkhand,Jharkhand District,Rubber,Kharif,2025,5593,18177,3.25,Red,Medium,Temperate,Urea
Jharkhand,Jharkhand District,Rubber,Kharif,2025,13571,64869,4.78,Laterite,Medium,Semi-Arid,Organic + NPK
Jharkhand,Jharkhand District,Wheat,Zaid,2025,15007,49072,3.27,Loam,High,Semi-Arid,Urea
Jharkhand,Jharkhand District,Jowar,Kharif,2025,2468,9279,3.76,Alluvial,High,Humid,DAP + Urea
Jharkhand,Jharkhand District,Rubber,Zaid,2025,7416,20023,2.7,Red,High,Semi-Arid,NPK
Jharkhand,Jharkhand District,Soybean,Kharif,2025,19009,79647,4.19,Red,High,Humid,Potash
Karnataka,Karnataka District,Bajra,Rabi,2016,3026,16915,5.59,Alluvial,High,Mountain,NPK
Karnataka,Karnataka District,Soybean,Kharif,2016,23289,84539,3.63,Laterite,Medium,Humid,Urea
Karnataka,Karnataka District,Apple,Rabi,2016,17276,45781,2.65,Clay Loam,Low,Semi-Arid,Urea
Karnataka,Karnataka District,Jute,Zaid,2016,29024,159341,5.49,Black,Low,Semi-Arid,Potash
Karnataka,Karnataka District,Rubber,Rabi,2016,2958,13961,4.72,Alluvial,Low,Temperate,Organic + NPK
Karnataka,Karnataka District,Soybean,Rabi,2016,3959,18369,4.64,Sandy,Low,Tropical,DAP + Urea
Karnataka,Karnataka District,Ragi,Zaid,2016,1901,8573,4.51,Red,Low,Temperate,Urea
Karnataka,Karnataka District,Potato,Rabi,2016,2627,10718,4.08,Alluvial,Low,Tropical,NPK
Karnataka,Karnataka District,Banana,Kharif,2016,18661,46092,2.47,Red,Low,Temperate,Urea
Karnataka,Karnataka District,Banana,Zaid,2016,25844,39024,1.51,Sandy,Medium,Mountain,NPK
Karnataka,Karnataka District,Soybean,Zaid,2016,27125,50452,1.86,Laterite,Medium,Tropical,DAP + Urea
Karnataka,Karnataka District,Bajra,Kharif,2016,17506,102935,5.88,Sandy,Medium,Humid,Potash
Karnataka,Karnataka District,Onion,Rabi,2017,19649,47157,2.4,Alluvial,High,Mountain,Organic + NPK
Karnataka,Karnataka District,Jowar,Kharif,2017,7067,28550,4.04,Alluvial,Medium,Temperate,DAP + Urea
Karnataka,Karnataka District,Mustard,Rabi,2017,18266,102654,5.62,Red,Medium,Mountain,Urea
Karnataka,Karnataka District,Sugarcane,Rabi,2017,12675,23322,1.84,Laterite,High,Tropical,NPK
Karnataka,Karnataka District,Ragi,Kharif,2017,16179,74585,4.61,Clay Loam,Low,Tropical,Urea
Karnataka,Karnataka District,Sugarcane,Zaid,2017,8085,14067,1.74,Red,Low,Tropical,Organic + NPK
Karnataka,Karnataka District,Bajra,Kharif,2017,24091,131536,5.46,Clay Loam,High,Mountain,DAP + Urea
Karnataka,Karnataka District,Jute,Zaid,2017,2328,7798,3.35,Alluvial,Low,Humid,Urea
Karnataka,Karnataka District,Jowar,Rabi,2017,16491,28529,1.73,Red,Medium,Tropical,DAP + Urea
Karnataka,Karnataka District,Bajra,Kharif,2017,12385,31953,2.58,Clay Loam,High,Humid,Urea
Karnataka,Karnataka District,Onion,Rabi,2017,18258,75405,4.13,Sandy,High,Humid,Organic + NPK
Karnataka,Karnataka District,Jute,Rabi,2017,5116,21845,4.27,Black,Low,Tropical,DAP + Urea
Karnataka,Karnataka District,Rice,Kharif,2018,21308,123160,5.78,Laterite,High,Mountain,NPK
Karnataka,Karnataka District,Groundnut,Zaid,2018,12266,47469,3.87,Loam,Low,Temperate,Urea
Karnataka,Karnataka District,Maize,Kharif,2018,15642,31127,1.99,Laterite,High,Humid,Urea
Karnataka,Karnataka District,Cotton,Zaid,2018,19631,61641,3.14,Black,Medium,Humid,DAP + Urea
Karnataka,Karnataka District,Potato,Zaid,2018,26042,113543,4.36,Alluvial,Medium,Semi-Arid,DAP + Urea
Karnataka,Karnataka District,Banana,Kharif,2018,22977,129590,5.64,Red,Low,Temperate,DAP + Urea
Karnataka,Karnataka District,Jute,Kharif,2018,29619,170013,5.74,Alluvial,Medium,Humid,Urea
Karnataka,Karnataka District,Potato,Rabi,2018,29218,159530,5.46,Black,Low,Tropical,NPK
Karnataka,Karnataka District,Cotton,Zaid,2018,26566,99091,3.73,Black,Medium,Humid,Urea
Karnataka,Karnataka District,Sugarcane,Rabi,2018,17074,30903,1.81,Black,Low,Semi-Arid,Organic + NPK
Karnataka,Karnataka District,Coconut,Zaid,2018,8947,44466,4.97,Black,Medium,Semi-Arid,NPK
Karnataka,Karnataka District,Wheat,Rabi,2018,25063,119299,4.76,Laterite,Medium,Semi-Arid,Organic + NPK
Karnataka,Karnataka District,Rubber,Kharif,2019,23723,77336,3.26,Loam,Medium,Humid,Organic + NPK
Karnataka,Karnataka District,Banana,Rabi,2019,25693,81703,3.18,Alluvial,Medium,Tropical,Organic + NPK
Karnataka,Karnataka District,Wheat,Rabi,2019,7472,36239,4.85,Black,High,Mountain,Organic + NPK
Karnataka,Karnataka District,Jute,Rabi,2019,18839,42952,2.28,Sandy,Medium,Tropical,DAP + Urea
Karnataka,Karnataka District,Groundnut,Zaid,2019,20594,64253,3.12,Loam,Medium,Semi-Arid,Potash
Karnataka,Karnataka District,Soybean,Zaid,2019,4515,13274,2.94,Alluvial,Medium,Temperate,Urea
Karnataka,Karnataka District,Jowar,Zaid,2019,14268,39094,2.74,Black,Medium,Tropical,NPK
Karnataka,Karnataka District,Rice,Kharif,2019,17954,89770,5,Black,Low,Mountain,Urea
Karnataka,Karnataka District,Ragi,Kharif,2019,7211,17017,2.36,Alluvial,High,Humid,Organic + NPK
Karnataka,Karnataka District,Sugarcane,Rabi,2019,4870,15437,3.17,Sandy,Medium,Tropical,Potash
Karnataka,Karnataka District,Jowar,Kharif,2019,3251,11671,3.59,Clay Loam,High,Mountain,DAP + Urea
Karnataka,Karnataka District,Potato,Zaid,2019,10085,49416,4.9,Clay Loam,Medium,Humid,Organic + NPK
Karnataka,Karnataka District,Sugarcane,Rabi,2020,18571,82269,4.43,Black,Low,Mountain,Potash
Karnataka,Karnataka District,Groundnut,Rabi,2020,14556,86899,5.97,Laterite,Medium,Temperate,DAP + Urea
Karnataka,Karnataka District,Coconut,Zaid,2020,6118,24655,4.03,Red,Low,Temperate,DAP + Urea
Karnataka,Karnataka District,Jowar,Zaid,2020,23556,106473,4.52,Sandy,Low,Temperate,NPK
Karnataka,Karnataka District,Jowar,Rabi,2020,25132,38954,1.55,Laterite,High,Tropical,NPK
Karnataka,Karnataka District,Apple,Rabi,2020,2223,4646,2.09,Sandy,Medium,Temperate,DAP + Urea
Karnataka,Karnataka District,Jute,Kharif,2020,8170,35702,4.37,Clay Loam,Medium,Mountain,Urea
Karnataka,Karnataka District,Rubber,Rabi,2020,19490,78739,4.04,Black,High,Mountain,DAP + Urea
Karnataka,Karnataka District,Wheat,Kharif,2020,4783,20806,4.35,Clay Loam,Low,Mountain,Organic + NPK
Karnataka,Karnataka District,Onion,Kharif,2020,18482,42138,2.28,Red,Medium,Mountain,Potash
Karnataka,Karnataka District,Groundnut,Zaid,2020,8094,23958,2.96,Black,High,Temperate,DAP + Urea
Karnataka,Karnataka District,Banana,Zaid,2020,16658,74627,4.48,Black,Low,Temperate,NPK
Karnataka,Karnataka District,Potato,Rabi,2021,11464,58924,5.14,Laterite,High,Humid,DAP + Urea
Karnataka,Karnataka District,Sugarcane,Rabi,2021,1944,3674,1.89,Laterite,Low,Tropical,Organic + NPK
Karnataka,Karnataka District,Apple,Rabi,2021,12658,64429,5.09,Black,Low,Humid,DAP + Urea
Karnataka,Karnataka District,Groundnut,Zaid,2021,11631,31985,2.75,Loam,Medium,Humid,NPK
Karnataka,Karnataka District,Maize,Rabi,2021,7485,39670,5.3,Loam,Medium,Temperate,Potash
Karnataka,Karnataka District,Rice,Rabi,2021,15683,51440,3.28,Loam,Medium,Semi-Arid,Potash
Karnataka,Karnataka District,Apple,Zaid,2021,772,3412,4.42,Alluvial,High,Tropical,Urea
Karnataka,Karnataka District,Coconut,Rabi,2021,12746,64877,5.09,Black,Medium,Temperate,Potash
Karnataka,Karnataka District,Maize,Rabi,2021,28374,81433,2.87,Alluvial,Medium,Tropical,Urea
Karnataka,Karnataka District,Soybean,Rabi,2021,18365,78234,4.26,Sandy,Medium,Tropical,Potash
Karnataka,Karnataka District,Soybean,Kharif,2021,7818,35806,4.58,Sandy,High,Humid,DAP + Urea
Karnataka,Karnataka District,Bajra,Rabi,2021,11354,18847,1.66,Alluvial,High,Semi-Arid,NPK
Karnataka,Karnataka District,Coconut,Kharif,2022,1017,2023,1.99,Loam,Low,Tropical,Urea
Karnataka,Karnataka District,Apple,Kharif,2022,15076,33016,2.19,Black,Low,Semi-Arid,Potash
Karnataka,Karnataka District,Banana,Rabi,2022,23279,72397,3.11,Alluvial,High,Temperate,DAP + Urea
Karnataka,Karnataka District,Sugarcane,Rabi,2022,4680,19702,4.21,Red,High,Humid,Urea
Karnataka,Karnataka District,Bajra,Kharif,2022,14016,43449,3.1,Alluvial,Medium,Temperate,Organic + NPK
Karnataka,Karnataka District,Rice,Rabi,2022,28985,109853,3.79,Black,Medium,Mountain,Organic + NPK
Karnataka,Karnataka District,Tea,Rabi,2022,23470,56093,2.39,Red,High,Mountain,Organic + NPK
Karnataka,Karnataka District,Coconut,Zaid,2022,3436,10995,3.2,Laterite,High,Mountain,DAP + Urea
Karnataka,Karnataka District,Soybean,Kharif,2022,11165,40863,3.66,Sandy,Low,Humid,DAP + Urea
Karnataka,Karnataka District,Potato,Zaid,2022,13256,24125,1.82,Clay Loam,Low,Humid,Organic + NPK
Karnataka,Karnataka District,Coffee,Zaid,2022,16088,89931,5.59,Clay Loam,Low,Humid,DAP + Urea
Karnataka,Karnataka District,Mustard,Rabi,2022,12854,60413,4.7,Clay Loam,High,Mountain,NPK
Karnataka,Karnataka District,Jowar,Zaid,2023,15675,59251,3.78,Red,High,Tropical,DAP + Urea
Karnataka,Karnataka District,Jute,Kharif,2023,16823,82769,4.92,Alluvial,Medium,Semi-Arid,NPK
Karnataka,Karnataka District,Soybean,Zaid,2023,28297,129600,4.58,Sandy,Medium,Semi-Arid,Urea
Karnataka,Karnataka District,Coffee,Kharif,2023,14425,25676,1.78,Clay Loam,High,Temperate,DAP + Urea
Karnataka,Karnataka District,Sugarcane,Rabi,2023,24472,83449,3.41,Black,Low,Semi-Arid,Potash
Karnataka,Karnataka District,Tea,Kharif,2023,23810,99763,4.19,Clay Loam,High,Temperate,DAP + Urea
Karnataka,Karnataka District,Bajra,Kharif,2023,18532,48368,2.61,Sandy,Low,Temperate,Potash
Karnataka,Karnataka District,Coconut,Kharif,2023,16627,81971,4.93,Red,Low,Tropical,Urea
Karnataka,Karnataka District,Maize,Rabi,2023,10963,25434,2.32,Black,Medium,Mountain,Potash
Karnataka,Karnataka District,Soybean,Rabi,2023,27089,75036,2.77,Sandy,High,Tropical,NPK
Karnataka,Karnataka District,Sugarcane,Kharif,2023,8815,34378,3.9,Loam,Medium,Temperate,Urea
Karnataka,Karnataka District,Mustard,Kharif,2023,24768,40371,1.63,Sandy,Medium,Semi-Arid,Urea
Karnataka,Karnataka District,Rubber,Rabi,2024,18831,82479,4.38,Red,Medium,Mountain,NPK
Karnataka,Karnataka District,Banana,Rabi,2024,29353,96864,3.3,Alluvial,Low,Humid,Organic + NPK
Karnataka,Karnataka District,Tea,Kharif,2024,13483,49078,3.64,Loam,Low,Temperate,DAP + Urea
Karnataka,Karnataka District,Sugarcane,Zaid,2024,24599,127914,5.2,Sandy,High,Temperate,Urea
Karnataka,Karnataka District,Ragi,Kharif,2024,8750,47687,5.45,Sandy,Low,Mountain,Potash
Karnataka,Karnataka District,Cotton,Zaid,2024,27080,121047,4.47,Black,Low,Mountain,Organic + NPK
Karnataka,Karnataka District,Potato,Zaid,2024,14143,41721,2.95,Clay Loam,Medium,Temperate,Potash
Karnataka,Karnataka District,Rubber,Rabi,2024,17063,42998,2.52,Black,High,Humid,DAP + Urea
